避難收容處所名稱,縣市及鄉鎮市區,經度,緯度,is_indoor,nearest_station,nearest_aqi,distance_km,risk_label
清化市民活動中心,新北市土城區,121.458661,24.973802,True,土城,26,1.19,Normal
清和市民活動中心,新北市土城區,121.458661,24.973802,True,土城,26,1.19,Normal
中園路環保公園,桃園市中壢區,121.235833,24.97388,False,中壢,57,2.7,Warning
樂山市民活動中心,新北市樹林區,121.389871,24.973944,True,新北（樹林）,52,2.84,Normal
元生公園,桃園市中壢區,121.253145,24.974152,False,中壢,57,3.93,Warning
中山社區活動中心,桃園市桃園區,121.2892,24.975,True,桃園,40,2.71,Normal
新店高中,新北市新店區,121.5318,24.9756,True,新店,27,0.63,Normal
常樂公園,桃園市中壢區,121.250826,24.975768,False,中壢,57,3.86,Warning
山佳國小,新北市樹林區,121.401678,24.975774,True,新北（樹林）,52,3.49,Normal
福豐國中,桃園市桃園區,121.3139,24.976,True,桃園,40,2.27,Normal
耕莘健康管理專科學校,新北市新店區,121.5355,24.9761,True,新店,27,0.26,Normal
忠孝公園,桃園市中壢區,121.254187,24.976276,False,中壢,57,4.16,Warning
指南國小,臺北市文山區,121.5836,24.9764,True,新店,27,4.62,Normal
中壢區中原、忠孝、和平里原住民集會所,桃園市中壢區,121.209151,24.976697,True,平鎮,40,2.71,Normal
大豐社福館,新北市新店區,121.5376,24.9769,True,新店,27,0.04,Normal
中壢區復興、復華里集會所,桃園市中壢區,121.249838,24.977376,True,中壢,57,3.9,Normal
建國國中,桃園市桃園區,121.3077,24.9774,True,桃園,40,1.94,Normal
大豐國小,新北市新店區,121.5382,24.9776,True,新店,27,0.06,Normal
成功公園,桃園市中壢區,121.257876,24.977663,False,中壢,57,4.55,Warning
大林社區活動中心,桃園市桃園區,121.3202,24.9778,True,桃園,40,2.43,Normal
甲蟲兒童公園（文化兒2）,桃園市中壢區,121.252899,24.977813,False,中壢,57,4.17,Warning
中壢區內壢、成功、福德里集會所,桃園市中壢區,121.258069,24.97792,True,中壢,57,4.58,Normal
員林市民活動中心,新北市土城區,121.442984,24.978282,True,土城,26,1.01,Normal
霖園兒童公園,桃園市八德區,121.3022,24.9784,False,桃園,40,1.84,Normal
高城公園,桃園市八德區,121.2754,24.979,False,桃園,40,3.46,Normal
陽明社區活動中心,桃園市桃園區,121.3072,24.9794,True,桃園,40,1.72,Normal
中壢區文化里集會所,桃園市中壢區,121.250258,24.979431,True,中壢,57,4.09,Normal
竹林中學,新北市中和區,121.506,24.9799,True,新店,27,3.22,Normal
石城里-石城社區活動中心,宜蘭縣頭城鎮,121.9498,24.9799,True,基隆,29,25.31,Normal
開明工商,新北市新店區,121.5462,24.98,True,新店,27,0.9,Normal
華梵大學于藝館3樓,新北市石碇區,121.6921,24.98,True,汐止,28,10.89,Normal
文化公園,桃園市中壢區,121.249202,24.980065,False,中壢,57,4.07,Warning
青山市民活動中心,新北市土城區,121.464447,24.98031,True,土城,26,1.29,Normal
永富市民活動中心,新北市土城區,121.464447,24.98031,True,土城,26,1.29,Normal
景美女中,臺北市文山區,121.5562,24.9807,True,新店,27,1.9,Normal
延平公園,桃園市桃園區,121.3186,24.9808,False,桃園,40,2.07,Normal
廷寮市民活動中心,新北市土城區,121.467199,24.980803,True,土城,26,1.56,Normal
南強工商,新北市新店區,121.5448,24.9809,True,新店,27,0.82,Normal
力行國小,臺北市文山區,121.561,24.9809,True,新店,27,2.38,Normal
三角公園,桃園市中壢區,121.249318,24.980978,False,中壢,57,4.15,Warning
陽明公園,桃園市桃園區,121.3073,24.9811,False,桃園,40,1.53,Normal
大同國小,新北市樹林區,121.417421,24.981493,True,土城,26,3.47,Normal
東陽市民活動中心,新北市樹林區,121.410902,24.981593,True,土城,26,4.13,Normal
彭福國小,新北市樹林區,121.42394,24.981755,True,土城,26,2.82,Normal
清水高中,新北市土城區,121.465311,24.982013,True,土城,26,1.36,Normal
福林、豐林、福安、大豐里聯合集會所（陽明公園管理中心）,桃園市桃園區,121.3081,24.9821,False,桃園,40,1.44,Normal
華夏科技大學,新北市中和區,121.5076,24.9822,True,新店,27,3.09,Normal
"青雲,柑林市民活動中心",新北市土城區,121.458501,24.98237,True,土城,26,0.67,Normal
裕德高中,新北市土城區,121.439585,24.982977,True,土城,26,1.24,Normal
新北高工,新北市土城區,121.45038,24.983308,True,土城,26,0.17,Normal
建國國小,桃園市桃園區,121.3144,24.9834,True,桃園,40,1.57,Normal
實踐國中,臺北市文山區,121.5547,24.9834,True,新店,27,1.84,Normal
中正國中,新北市土城區,121.456842,24.983456,True,土城,26,0.51,Normal
樹林高級中學,新北市樹林區,121.422804,24.983502,True,土城,26,2.93,Normal
實踐國小,臺北市文山區,121.5575,24.9836,True,新店,27,2.11,Normal
東昇市民活動中心,新北市樹林區,121.415159,24.984222,True,土城,26,3.7,Normal
清水國小,新北市土城區,121.461508,24.984402,True,土城,26,0.99,Normal
吉林公園,桃園市中壢區,121.250192,24.984425,False,中壢,57,4.5,Warning
新和國小,新北市新店區,121.5182,24.9846,True,新店,27,2.14,Normal
北政國中,臺北市文山區,121.5783,24.9849,True,新店,27,4.17,Normal
中山公園,桃園市中壢區,121.251276,24.985413,False,中壢,57,4.66,Warning
樂利國小,新北市土城區,121.447559,24.985602,True,土城,26,0.55,Normal
莊敬工家,新北市新店區,121.5322,24.9858,True,新店,27,1.11,Normal
西園路環保公園,桃園市中壢區,121.236845,24.985901,False,中壢,57,3.94,Warning
廣興市民活動中心,新北市土城區,121.457766,24.985909,True,土城,26,0.7,Normal
廣福市民活動中心,新北市土城區,121.457766,24.985909,True,土城,26,0.7,Normal
育林國小,新北市樹林區,121.415677,24.986051,True,土城,26,3.67,Normal
育林國中,新北市樹林區,121.415677,24.986051,True,土城,26,3.67,Normal
中和國中,新北市中和區,121.5085,24.9862,True,新店,27,3.12,Normal
中山國小,桃園市桃園區,121.2902,24.9864,True,桃園,40,1.76,Normal
中山、中平、中原、中泰、中聖五里聯合集會所,桃園市桃園區,121.2928,24.9867,True,桃園,40,1.52,Normal
興南國小,新北市中和區,121.5091,24.9867,True,新店,27,3.08,Normal
廣福國小,新北市土城區,121.454896,24.986953,True,土城,26,0.58,Normal
建國、雲林里聯合集會所建國公園管理中心,桃園市桃園區,121.3155,24.987,False,桃園,40,1.36,Normal
市二簡易公園,桃園市桃園區,121.2931,24.9871,False,桃園,40,1.47,Normal
溪洲國小,新北市板橋區,121.4309,24.9873,True,土城,26,2.18,Normal
明道國小,臺北市文山區,121.5626,24.9874,True,新店,27,2.75,Normal
木柵國中,臺北市文山區,121.5677,24.9875,True,新店,27,3.23,Normal
兔坑社區活動中心,桃園市龜山區,121.35073,24.987578,True,桃園,40,4.68,Normal
永建國小,臺北市文山區,121.55,24.9876,True,新店,27,1.69,Normal
幸福社區活動中心,桃園市龜山區,121.33609,24.988014,True,桃園,40,3.22,Normal
龍岡公園,桃園市桃園區,121.2782,24.9882,False,桃園,40,2.8,Normal
南門國小,桃園市桃園區,121.3044,24.9886,True,桃園,40,0.68,Normal
山福集會所,桃園市龜山區,121.331807,24.988719,True,桃園,40,2.78,Normal
建國公園,桃園市桃園區,121.3173,24.9888,False,桃園,40,1.4,Normal
安和國小,新北市土城區,121.464774,24.988807,True,土城,26,1.48,Normal
龍祥公園,桃園市桃園區,121.3111,24.9889,False,桃園,40,0.89,Normal
汴洲社區活動中心,桃園市桃園區,121.3111,24.9889,True,桃園,40,0.89,Normal
溫州公園,桃園市桃園區,121.3111,24.9889,False,桃園,40,0.89,Normal
景新國小,新北市中和區,121.515,24.9893,True,新店,27,2.66,Normal
龍岡社區活動中心,桃園市桃園區,121.2805,24.9895,True,桃園,40,2.54,Normal
景美國小,臺北市文山區,121.5408,24.9895,True,新店,27,1.4,Normal
復興國小,新北市中和區,121.5019,24.9896,True,永和,36,3.37,Normal
行政中心大禮堂,臺北市文山區,121.5701,24.9896,True,新店,27,3.54,Normal
沙崙國小,新北市板橋區,121.4305,24.9897,True,土城,26,2.3,Normal
復興大樓圖書館,新北市中和區,121.5065,24.9897,True,永和,36,3.19,Normal
大同社區活動中心,桃園市龜山區,121.343269,24.989757,True,桃園,40,3.9,Normal
中壢區內厝活動中心,桃園市中壢區,121.179172,24.989775,True,平鎮,40,4.81,Normal
山德社區活動中心,桃園市龜山區,121.328351,24.989945,True,桃園,40,2.41,Normal
樹林區公所,新北市樹林區,121.424633,24.989981,True,土城,26,2.87,Normal
樹林國小,新北市樹林區,121.418101,24.99003,True,土城,26,3.5,Normal
錦和國小,新北市中和區,121.4893,24.9901,True,土城,26,3.87,Normal
木柵國小,臺北市文山區,121.5702,24.9903,True,新店,27,3.58,Normal
石碇國小,新北市石碇區,121.659,24.9903,True,汐止,28,8.64,Normal
萬興國小,臺北市文山區,121.5766,24.9904,True,新店,27,4.18,Normal
信義國小,新北市板橋區,121.4528,24.9917,True,土城,26,1.02,Normal
國強公園,桃園市桃園區,121.2827,24.992,False,桃園,40,2.27,Normal
桃園國小,桃園市桃園區,121.3102,24.9923,True,桃園,40,0.59,Normal
錦和中學,新北市中和區,121.4911,24.9925,True,永和,36,3.72,Normal
龜山區公所本所（三樓禮堂）,桃園市龜山區,121.337823,24.992506,True,桃園,40,3.32,Normal
民族公園,桃園市桃園區,121.3086,24.9926,False,桃園,40,0.43,Normal
市中心區聯合里集會所文明、文昌、文化、南華里,桃園市桃園區,121.3091,24.9926,True,桃園,40,0.47,Normal
景美國中,臺北市文山區,121.5429,24.993,True,新店,27,1.83,Normal
長青學苑,桃園市桃園區,121.3105,24.9934,True,桃園,40,0.57,Normal
桃園市公所禮堂,桃園市桃園區,121.3015,24.9939,True,桃園,40,0.36,Normal
中和高中,新北市中和區,121.4783,24.994,True,板橋,38,2.89,Normal
溪口國小,臺北市文山區,121.5387,24.9941,True,新店,27,1.88,Normal
龜山社區活動中心,桃園市龜山區,121.338374,24.994116,True,桃園,40,3.36,Normal
秀山國小,新北市中和區,121.5212,24.9942,True,新店,27,2.52,Normal
重慶國小,新北市板橋區,121.4624,24.9945,True,土城,26,1.7,Normal
新路社區活動中心,桃園市龜山區,121.334421,24.994912,True,桃園,40,2.96,Normal
壽山高級中學,桃園市龜山區,121.341548,24.994986,True,桃園,40,3.68,Normal
東門國小,桃園市桃園區,121.3149,24.9952,True,桃園,40,1.0,Normal
景華公園,臺北市文山區,121.5446,24.9956,False,新店,27,2.16,Normal
智光商工,新北市永和區,121.5143,24.9957,True,永和,36,2.38,Normal
中壢市芭里社區活動中心,桃園市中壢區,121.203831,24.995705,True,平鎮,40,4.77,Normal
桃園國中,桃園市桃園區,121.3048,24.9958,True,桃園,40,0.12,Normal
木柵高工,臺北市文山區,121.5719,24.9959,True,新店,27,4.02,Normal
景興國小,臺北市文山區,121.5482,24.9961,True,新店,27,2.35,Normal
景興國中,臺北市文山區,121.5443,24.9962,True,新店,27,2.21,Normal
臺北市文山運動中心,臺北市文山區,121.5443,24.9962,True,新店,27,2.21,Normal
嶺頂社區活動中心,桃園市龜山區,121.342294,24.996761,True,桃園,40,3.76,Normal
自強國小,桃園市龜山區,121.345413,24.997386,True,桃園,40,4.08,Normal
三民里集會所,桃園市桃園區,121.3207,24.9976,True,桃園,40,1.61,Normal
文林國小,新北市樹林區,121.426072,24.997757,True,土城,26,3.1,Normal
龜山國中,桃園市龜山區,121.338533,24.997776,True,桃園,40,3.4,Normal
北門、朝陽二里聯合活動中心,桃園市桃園區,121.3129,24.9978,True,桃園,40,0.87,Normal
民權市民活動中心,新北市永和區,121.5199,24.998,True,永和,36,2.14,Normal
青溪、成功、東門里集會所,桃園市桃園區,121.3145,24.9981,True,桃園,40,1.03,Normal
重慶國中,新北市板橋區,121.4632,24.9982,True,板橋,38,1.7,Normal
中和區公所,新北市中和區,121.5002,24.9982,True,永和,36,2.65,Normal
成功國小,桃園市桃園區,121.3078,24.9983,True,桃園,40,0.49,Normal
阿柔市民活動中心,新北市深坑區,121.6072,24.9983,True,松山,34,6.43,Normal
溪崑國中,新北市板橋區,121.4313,24.9984,True,土城,26,2.72,Normal
自強國小,新北市中和區,121.4719,24.9985,True,板橋,38,2.09,Normal
志清國小,臺北市文山區,121.5388,24.9987,True,新店,27,2.39,Normal
自強國中,新北市中和區,121.4726,24.9988,True,板橋,38,2.11,Normal
興華國小,臺北市文山區,121.5587,24.9988,True,新店,27,3.19,Normal
積穗國小,新北市中和區,121.4814,24.9991,True,板橋,38,2.76,Normal
青溪國小,桃園市桃園區,121.3182,24.9997,True,桃園,40,1.44,Normal
秀朗國小,新北市永和區,121.5214,24.9997,True,永和,36,1.99,Normal
中和國小,新北市中和區,121.5016,24.9999,True,永和,36,2.41,Normal
積穗國中,新北市中和區,121.4798,25.0004,True,板橋,38,2.55,Normal
萬芳高中,臺北市文山區,121.5588,25.0005,True,新店,27,3.34,Normal
萬順市民活動中心,新北市深坑區,121.6041,25.0008,True,松山,34,6.04,Normal
公十五公園,桃園市中壢區,121.207661,25.000969,False,平鎮,40,5.37,Normal
永安、長安、長德三里聯合活動中心（永康公園管理中心）,桃園市桃園區,121.3033,25.001,False,桃園,40,0.72,Normal
三民公園、青溪公園,桃園市桃園區,121.3171,25.0013,False,桃園,40,1.42,Normal
鶴齡交誼中心,新北市中和區,121.5011,25.0014,True,永和,36,2.31,Normal
南山高中,新北市中和區,121.5034,25.0016,True,永和,36,2.15,Normal
興德國小,臺北市文山區,121.5508,25.0017,True,古亭,36,3.0,Normal
深坑國中,新北市深坑區,121.6183,25.0017,True,松山,34,6.7,Normal
深坑國小,新北市深坑區,121.6169,25.0018,True,松山,34,6.6,Normal
萬芳國小,臺北市文山區,121.5673,25.0019,True,新店,27,4.05,Normal
武林國小,新北市樹林區,121.415438,25.002028,True,土城,26,4.26,Normal
博嘉國小,臺北市文山區,121.5758,25.0021,True,新店,27,4.73,Normal
精忠集會所,桃園市龜山區,121.343353,25.002285,True,桃園,40,3.96,Normal
中山國小,新北市板橋區,121.4477,25.0023,True,板橋,38,1.62,Normal
興隆國小,臺北市文山區,121.5519,25.0024,True,古亭,36,3.03,Normal
深坑市民活動中心,新北市深坑區,121.6147,25.0025,True,松山,34,6.41,Normal
深坑區公所,新北市深坑區,121.616,25.0025,True,松山,34,6.49,Normal
漳和國中,新北市中和區,121.5055,25.0027,True,永和,36,1.93,Normal
興德里營區,臺北市文山區,121.5571,25.0029,False,古亭,36,3.4,Normal
永康公園,桃園市桃園區,121.3018,25.0032,False,桃園,40,1.0,Normal
後埔國小,新北市板橋區,121.4627,25.0033,True,板橋,38,1.15,Normal
復興商工,新北市永和區,121.5186,25.0035,True,永和,36,1.52,Normal
永和國小,新北市永和區,121.517,25.0036,True,永和,36,1.49,Normal
武功國小,臺北市文山區,121.5405,25.0039,True,古亭,36,2.16,Normal
公十三公園及兒增二,桃園市中壢區,121.205639,25.003951,False,平鎮,40,5.69,Normal
福和國中,新北市永和區,121.5209,25.004,True,永和,36,1.52,Normal
公八公園,桃園市中壢區,121.214921,25.004304,False,中壢,57,5.71,Warning
東南科技大學,新北市深坑區,121.6047,25.0044,True,松山,34,5.71,Normal
兒六兒童遊樂場,桃園市中壢區,121.216768,25.004761,True,中壢,57,5.75,Normal
忠孝國中,新北市板橋區,121.4616,25.0048,True,板橋,38,0.96,Normal
萬福國小,臺北市文山區,121.5367,25.0048,True,古亭,36,1.9,Normal
興福國中,臺北市文山區,121.5497,25.0049,True,古亭,36,2.68,Normal
昇高市民活動中心,新北市深坑區,121.6287,25.0049,True,汐止,28,6.93,Normal
實踐國小,新北市板橋區,121.4664,25.005,True,板橋,38,1.18,Normal
東勢市民活動中心,新北市平溪區,121.7508,25.0052,True,汐止,28,12.99,Normal
嶺腳市民活動中心,新北市平溪區,121.7508,25.0052,True,汐止,28,12.99,Normal
兒十四兒童公園,桃園市中壢區,121.20791,25.00591,False,平鎮,40,5.92,Normal
直潭派出所,新北市新店區,121.456585,25.005939,True,板橋,38,0.81,Normal
山北市民活動中心,新北市中和區,121.5016,25.0061,True,永和,36,1.91,Normal
德林寺停車場,桃園市蘆竹區,121.258501,25.00618693,False,桃園,40,4.86,Normal
辛亥國小,臺北市文山區,121.5585,25.0063,True,古亭,36,3.32,Normal
三多國中,新北市樹林區,121.414672,25.006414,True,新莊,32,3.94,Normal
永和國中,新北市永和區,121.5233,25.0067,True,永和,36,1.34,Normal
保生國民小學,桃園市觀音區,121.07162,25.006913,True,觀音,38,3.38,Normal
育才國小,新北市永和區,121.5216,25.0071,True,永和,36,1.22,Normal
北門國小,桃園市桃園區,121.307,25.0072,True,桃園,40,1.4,Normal
大業國小,桃園市桃園區,121.3158,25.0074,True,桃園,40,1.78,Normal
永定國小,新北市石碇區,121.688,25.0078,True,汐止,28,8.05,Normal
永平國小,新北市永和區,121.5057,25.0081,True,永和,36,1.46,Normal
大觀國小,新北市板橋區,121.4493,25.0086,True,板橋,38,1.06,Normal
三元、忠義里集會所,桃園市桃園區,121.3234,25.0087,True,桃園,40,2.42,Normal
中壢區洽溪社區活動中心,桃園市中壢區,121.202022,25.008748,True,大園,38,5.81,Normal
公十一公園,桃園市中壢區,121.207384,25.008888,False,大園,38,5.82,Normal
大有國小,桃園市桃園區,121.3205,25.0089,True,桃園,40,2.22,Normal
大有國中,桃園市桃園區,121.3196,25.0093,True,桃園,40,2.19,Normal
土庫第1市民活動中心,新北市深坑區,121.6346,25.01,True,汐止,28,6.28,Normal
石碇綜合活動大樓,新北市石碇區,121.6423,25.0101,True,汐止,28,6.24,Normal
海山高中,新北市板橋區,121.4709,25.0102,True,板橋,38,1.27,Normal
中壢區月眉社區活動中心,桃園市中壢區,121.184493,25.01027,True,大園,38,5.93,Normal
龍壽國小,桃園市龜山區,121.387488,25.010772,True,新莊,32,5.45,Normal
板橋國小,新北市板橋區,121.4582,25.0108,True,板橋,38,0.25,Normal
永平高中,新北市永和區,121.5086,25.0108,True,永和,36,1.04,Normal
大觀國中,新北市板橋區,121.4485,25.0112,True,板橋,38,1.04,Normal
民族國中,臺北市大安區,121.5388,25.0112,True,古亭,36,1.4,Normal
臺北市大安運動中心,臺北市大安區,121.5388,25.0112,True,古亭,36,1.4,Normal
板橋高中,新北市板橋區,121.4591,25.0117,True,板橋,38,0.15,Normal
會稽國小,桃園市桃園區,121.3086,25.0118,True,桃園,40,1.93,Normal
公館國小,臺北市大安區,121.5429,25.0124,True,古亭,36,1.63,Normal
石碇高中,新北市石碇區,121.6426,25.0127,True,汐止,28,5.96,Normal
網溪國小,新北市永和區,121.5193,25.0129,True,永和,36,0.55,Normal
公十公園,桃園市中壢區,121.20699,25.01304,False,大園,38,5.35,Normal
民生公園市民活動中心,新北市板橋區,121.4768,25.0137,False,板橋,38,1.83,Normal
臺北市中正運動中心,臺北市中正區,121.535,25.0137,True,古亭,36,0.94,Normal
月眉環保公園,桃園市中壢區,121.190069,25.014116,False,大園,38,5.36,Normal
會稽社區活動中心,桃園市桃園區,121.3161,25.0142,True,桃園,40,2.44,Normal
銘傳國小,臺北市大安區,121.5352,25.0142,True,古亭,36,0.91,Normal
竹林小學,新北市永和區,121.5173,25.0145,True,永和,36,0.3,Normal
光復國小,新北市中和區,121.4829,25.0148,True,板橋,38,2.45,Normal
公六公園,桃園市中壢區,121.222287,25.015014,False,大園,38,5.49,Normal
柑林國小,新北市雙溪區,121.804558,25.01513,True,基隆,29,13.45,Normal
虎子山,新北市貢寮區,121.944391,25.015188,True,基隆,29,22.48,Normal
頂溪國小,新北市永和區,121.5116,25.0155,True,永和,36,0.5,Normal
及人國小,新北市永和區,121.512,25.0157,True,永和,36,0.46,Normal
長源社區活動中心,新北市雙溪區,121.8028,25.0157,True,基隆,29,13.33,Normal
金甌女中,新北市永和區,121.5193,25.0158,True,永和,36,0.33,Normal
福連國小,新北市貢寮區,121.9888,25.0162,True,基隆,29,26.24,Normal
中壢區山東社區活動中心,桃園市中壢區,121.173726,25.01621,True,大園,38,5.76,Normal
貢寮國中,新北市貢寮區,121.9071,25.0164,True,基隆,29,19.41,Normal
三多國小,新北市樹林區,121.4059,25.016651,True,新莊,32,3.58,Normal
同安里集會所,桃園市桃園區,121.3018,25.0167,True,桃園,40,2.47,Normal
光復高中,新北市板橋區,121.4828,25.0168,True,板橋,38,2.47,Normal
忠孝市民活動中心,新北市永和區,121.5153,25.0169,True,永和,36,0.1,Normal
福隆國小,新北市貢寮區,121.9487,25.0171,True,基隆,29,22.72,Normal
龍華社區活動中心,桃園市龜山區,121.400544,25.017485,True,新莊,32,3.94,Normal
丹鳳國小,新北市新莊區,121.4257,25.0175,True,新莊,32,2.38,Normal
光復國小,新北市板橋區,121.484,25.0177,True,板橋,38,2.61,Normal
靈鷲山無生道場,新北市貢寮區,121.9729,25.0177,True,基隆,29,24.76,Normal
桃園縣多功能藝文園區,桃園市桃園區,121.2977,25.0179,True,桃園,40,2.68,Normal
埔墘國小,新北市板橋區,121.4741,25.0181,True,板橋,38,1.66,Normal
上興公園,桃園市蘆竹區,121.262927,25.01826193,False,桃園,40,4.98,Normal
同新公園,桃園市桃園區,121.3014,25.0183,False,桃園,40,2.65,Normal
福隆青少年活動中心,新北市貢寮區,121.9457,25.0184,True,基隆,29,22.39,Normal
迴龍社區活動中心,桃園市龜山區,121.410691,25.018416,True,新莊,32,3.09,Normal
中山國中,新北市板橋區,121.4676,25.0185,True,板橋,38,1.09,Normal
外柑市民活動中心,新北市雙溪區,121.807814,25.018517,True,基隆,29,13.21,Normal
快樂國小,桃園市桃園區,121.3154,25.0187,True,桃園,40,2.87,Normal
芳和國中,臺北市大安區,121.5503,25.0187,True,古亭,36,2.1,Normal
螢橋國中,臺北市中正區,121.5265,25.019,True,古亭,36,0.36,Normal
迴龍國中小學,桃園市龜山區,121.405433,25.019376,True,新莊,32,3.42,Normal
同德社區活動中心,桃園市桃園區,121.2925,25.0194,True,桃園,40,3.02,Normal
國光國小,新北市板橋區,121.4533,25.0194,True,板橋,38,0.9,Normal
大安國小,臺北市大安區,121.5496,25.0195,True,古亭,36,2.02,Normal
和平高中,臺北市大安區,121.5491,25.0196,True,古亭,36,1.97,Normal
板橋莊敬市民活動中心,新北市板橋區,121.4708,25.0197,True,板橋,38,1.43,Normal
新埔里活動中心,桃園市桃園區,121.3056,25.0201,True,桃園,40,2.82,Normal
貢寮市民活動中心,新北市貢寮區,121.9075,25.0206,True,基隆,29,19.14,Normal
古亭國小,臺北市大安區,121.5285,25.0207,True,古亭,36,0.11,Normal
西埔里活動中心,桃園市桃園區,121.2805,25.0209,True,桃園,40,3.82,Normal
四維市民活動中心,新北市新莊區,121.421825,25.021171,True,新莊,32,2.16,Normal
裕民行政大樓,新北市新莊區,121.4162,25.0212,True,新莊,32,2.48,Normal
春日里活動中心,桃園市桃園區,121.3126,25.0216,True,桃園,40,3.09,Normal
中平國中,新北市新莊區,121.4278,25.0216,True,新莊,32,1.88,Normal
莊敬社區活動中心,桃園市桃園區,121.2999,25.0219,True,桃園,40,3.07,Normal
榮富國小,新北市新莊區,121.418,25.0219,True,新莊,32,2.31,Normal
貢寮國小,新北市貢寮區,121.9151,25.022,True,基隆,29,19.64,Normal
青年公園,臺北市萬華區,121.507,25.0221,False,永和,36,1.1,Normal
白石市民活動中心,新北市平溪區,121.7247,25.0221,True,汐止,28,9.77,Normal
文德國小,新北市板橋區,121.4585,25.0225,True,板橋,38,1.06,Normal
薯榔市民活動中心,新北市平溪區,121.728154,25.022689,True,汐止,28,10.04,Normal
大竹國中,桃園市蘆竹區,121.258528,25.02289,True,桃園,40,5.64,Normal
萬大國小,臺北市萬華區,121.4993,25.023,True,永和,36,1.84,Normal
朝陽公園,桃園市桃園區,121.3062,25.0231,False,桃園,40,3.16,Normal
青年公園棒球場,臺北市萬華區,121.4978,25.0231,False,永和,36,1.98,Normal
東園國小,臺北市萬華區,121.4978,25.0231,True,永和,36,1.98,Normal
臺北市萬華運動中心,臺北市萬華區,121.4978,25.0231,True,永和,36,1.98,Normal
河堤國小,臺北市中正區,121.5226,25.0232,True,古亭,36,0.76,Normal
長庚醫護社區活動文康中心,桃園市龜山區,121.357412,25.023311,True,林口,31,6.13,Normal
菁桐市民活動中心,新北市平溪區,121.7262,25.0235,True,汐止,28,9.83,Normal
平溪國中,新北市平溪區,121.7336,25.0235,True,汐止,28,10.49,Normal
菁桐國小,新北市平溪區,121.7266,25.0236,True,汐止,28,9.86,Normal
大崗社區活動中心,桃園市龜山區,121.353653,25.023863,True,桃園,40,5.88,Normal
龍安國小,臺北市大安區,121.5348,25.0239,True,古亭,36,0.64,Normal
五權社區活動中心,桃園市大園區,121.230923,25.023949,True,大園,38,5.02,Normal
板橋國中,新北市板橋區,121.4542,25.024,True,板橋,38,1.31,Normal
中港國小,新北市新莊區,121.4138,25.0242,True,新莊,32,2.43,Normal
長庚里345號地下一樓,桃園市龜山區,121.356905,25.024279,True,林口,31,6.03,Normal
昌平國小,新北市新莊區,121.4238,25.0243,True,新莊,32,1.75,Normal
古亭國中,臺北市中正區,121.5106,25.0246,True,永和,36,1.02,Normal
平溪市民活動中心,新北市平溪區,121.7371,25.0247,True,汐止,28,10.74,Normal
大竹國小,桃園市蘆竹區,121.258678,25.02483395,True,桃園,40,5.75,Normal
新埔國中,新北市板橋區,121.4597,25.0249,True,板橋,38,1.33,Normal
螢橋國小,臺北市中正區,121.5144,25.0249,True,永和,36,0.9,Normal
龍門國中,臺北市大安區,121.538,25.0249,True,古亭,36,0.98,Normal
新莊國中,新北市新莊區,121.4225,25.0253,True,新莊,32,1.73,Normal
平湖市民活動中心,新北市平溪區,121.7813,25.0256,True,基隆,29,11.71,Normal
橫峰社區活動中心,桃園市大園區,121.213508,25.025624,True,大園,38,4.09,Normal
豐年市民活動中心,新北市新莊區,121.4283,25.0258,True,新莊,32,1.42,Normal
新和國小,臺北市萬華區,121.5033,25.026,True,永和,36,1.65,Normal
吳興國小,臺北市信義區,121.5686,25.026,True,松山,34,2.85,Normal
莒光國小,新北市板橋區,121.4736,25.0261,True,板橋,38,2.1,Normal
汴洲里老人活動中心,桃園市桃園區,121.3038,25.0263,True,桃園,40,3.51,Normal
舊路社區活動中心,桃園市龜山區,121.36753,25.02646,True,林口,31,5.73,Normal
西園國小,臺北市萬華區,121.4988,25.0266,True,永和,36,2.06,Normal
平溪國小,新北市平溪區,121.7376,25.0272,True,汐止,28,10.67,Normal
昭惠廟,新北市貢寮區,121.9316,25.0273,True,基隆,29,20.66,Normal
雙園國中,臺北市萬華區,121.4927,25.0276,True,萬華,33,2.6,Normal
華江高中,臺北市萬華區,121.4962,25.0285,True,萬華,33,2.33,Normal
信義國中,臺北市信義區,121.5679,25.0286,True,松山,34,2.61,Normal
中正公園,桃園市桃園區,121.2925,25.0288,False,桃園,40,3.99,Normal
江翠國中,新北市板橋區,121.4684,25.0289,True,板橋,38,2.02,Normal
上林國小,新北市雙溪區,121.832,25.029,True,基隆,29,13.29,Normal
萬華國中,臺北市萬華區,121.4987,25.0291,True,萬華,33,2.15,Normal
牡丹心市民活動中心,新北市新莊區,121.4431,25.0294,True,新莊,32,1.43,Normal
建安國小,臺北市大安區,121.5461,25.0294,True,古亭,36,1.93,Normal
文聖國小,新北市板橋區,121.4772,25.0295,True,板橋,38,2.62,Normal
忠義國小,臺北市中正區,121.5062,25.0296,True,永和,36,1.73,Normal
中華區民活動中心,臺北市中正區,121.5045,25.0297,True,永和,36,1.85,Normal
三興國小,臺北市信義區,121.558,25.0297,True,古亭,36,3.04,Normal
大安森林公園,臺北市大安區,121.5354,25.0301,False,古亭,36,1.21,Normal
新生國小,臺北市大安區,121.5335,25.0304,True,古亭,36,1.16,Normal
瓊泰市民活動中心,新北市新莊區,121.4467,25.0306,True,新莊,32,1.65,Normal
大安國中,臺北市大安區,121.5462,25.0307,True,古亭,36,2.02,Normal
